time;AAN155Free;AAN155_Ba
1219,4824;8,00E+00;3,26E+02
1220,0928;1,20E+01;3,43E+02
1220,7031;4,00E+00;3,53E+02
1221,3135;1,40E+01;3,48E+02
1221,9238;1,20E+01;3,41E+02
1222,5342;8,00E+00;3,49E+02
1223,1445;1,40E+01;2,86E+02
1223,7549;9,00E+00;3,42E+02
1224,3652;9,00E+00;3,13E+02
1224,9756;5,00E+00;3,26E+02
1225,5859;1,10E+01;3,03E+02
1226,1963;9,00E+00;3,49E+02
1226,8066;1,00E+01;3,50E+02
1227,417;6,00E+00;3,27E+02
1228,0273;1,20E+01;3,39E+02
1228,6377;1,50E+01;3,19E+02
1229,248;1,20E+01;3,59E+02
1229,8584;4,00E+00;3,30E+02
1230,4688;6,00E+00;3,27E+02
1231,0791;1,30E+01;3,37E+02
1231,6895;7,00E+00;3,54E+02
1232,3;5,00E+00;3,37E+02
1232,91;1,30E+01;3,26E+02
1233,5205;1,30E+01;3,29E+02
1234,1309;8,00E+00;3,43E+02
1234,7412;1,00E+01;3,28E+02
1235,3516;3,00E+00;3,36E+02
1235,9619;1,80E+01;3,34E+02
1236,5723;2,00E+00;3,41E+02
1237,1826;5,00E+00;3,39E+02
1237,793;9,00E+00;3,17E+02
1238,4033;8,00E+00;2,95E+02
1239,0137;1,00E+01;3,37E+02
1239,624;9,00E+00;3,43E+02
1240,2344;1,40E+01;3,49E+02
1240,8447;1,40E+01;3,45E+02
1241,4551;1,30E+01;3,41E+02
1242,0654;1,00E+01;3,39E+02
1242,6758;9,00E+00;3,57E+02
1243,2861;5,00E+00;3,31E+02
1243,8965;7,00E+00;3,57E+02
1244,5068;1,00E+01;2,99E+02
1245,1172;7,00E+00;3,25E+02
1245,7275;8,00E+00;3,28E+02
1246,3379;1,30E+01;2,95E+02
1246,9482;5,00E+00;3,37E+02
1247,5586;1,10E+01;3,20E+02
1248,1689;1,00E+01;3,49E+02
1248,7793;9,00E+00;3,71E+02
1249,39;6,00E+00;3,12E+02
1250;1,10E+01;3,30E+02
1250,61;8,00E+00;3,35E+02
1251,2207;8,00E+00;3,37E+02
1251,8311;8,00E+00;3,46E+02
1252,4414;1,00E+01;3,48E+02
1253,0518;1,00E+01;3,35E+02
1253,6621;1,10E+01;3,71E+02
1254,2725;8,00E+00;3,71E+02
1254,8828;8,00E+00;3,54E+02
1255,4932;1,30E+01;3,21E+02
1256,1035;5,00E+00;3,15E+02
1256,7139;7,00E+00;3,12E+02
1257,3242;4,00E+00;3,14E+02
1257,9346;1,50E+01;3,50E+02
1258,5449;8,00E+00;3,55E+02
1259,1553;1,40E+01;3,45E+02
1259,7656;7,00E+00;3,52E+02
1260,376;5,00E+00;3,13E+02
1260,9863;1,20E+01;3,55E+02
1261,5967;1,00E+01;3,50E+02
1262,207;5,00E+00;3,53E+02
1262,8174;1,10E+01;3,53E+02
1263,4277;1,40E+01;3,29E+02
1264,0381;1,40E+01;3,12E+02
1264,6484;8,00E+00;3,42E+02
1265,2588;1,20E+01;3,40E+02
1265,8691;2,00E+00;3,33E+02
1266,4795;1,10E+01;3,34E+02
1267,09;9,00E+00;3,29E+02
1267,7;1,20E+01;3,57E+02
1268,3105;1,30E+01;3,36E+02
1268,9209;8,00E+00;3,24E+02
1269,5313;1,00E+01;3,24E+02
1270,1416;9,00E+00;3,48E+02
1270,752;1,40E+01;3,45E+02
1271,3623;1,00E+01;3,01E+02
1271,9727;1,20E+01;3,29E+02
1272,583;2,00E+01;3,44E+02
1273,1934;1,10E+01;3,38E+02
1273,8037;1,10E+01;3,38E+02
1274,4141;5,00E+00;3,79E+02
1275,0244;1,10E+01;2,95E+02
1275,6348;1,60E+01;3,31E+02
1276,2451;9,00E+00;2,85E+02
1276,8555;1,00E+01;3,58E+02
1277,4658;1,10E+01;3,28E+02
1278,0762;1,00E+01;3,30E+02
1278,6865;1,00E+01;3,29E+02
1279,2969;1,10E+01;3,05E+02
1279,9072;6,00E+00;3,23E+02
1280,5176;1,20E+01;3,35E+02
1281,1279;7,00E+00;3,31E+02
1281,7383;6,00E+00;3,22E+02
1282,3486;1,00E+01;3,15E+02
1282,959;8,00E+00;3,20E+02
1283,5693;1,10E+01;3,19E+02
1284,18;1,30E+01;2,99E+02
1284,79;1,00E+01;3,60E+02
1285,4;1,20E+01;3,07E+02
1286,0107;1,00E+01;3,24E+02
1286,6211;1,00E+01;3,47E+02
1287,2314;9,00E+00;3,35E+02
1287,8418;9,00E+00;2,97E+02
1288,4521;9,00E+00;3,46E+02
1289,0625;5,00E+00;3,24E+02
1289,6729;1,40E+01;3,21E+02
1290,2832;8,00E+00;3,27E+02
1290,8936;1,50E+01;3,09E+02
1291,5039;8,00E+00;3,14E+02
1292,1143;1,20E+01;3,09E+02
1292,7246;1,30E+01;3,34E+02
1293,335;1,10E+01;3,11E+02
1293,9453;4,00E+00;3,07E+02
1294,5557;1,20E+01;3,39E+02
1295,166;1,00E+01;3,13E+02
1295,7764;1,30E+01;3,10E+02
1296,3867;9,00E+00;3,22E+02
1296,9971;6,00E+00;3,09E+02
1297,6074;8,00E+00;2,93E+02
1298,2178;1,40E+01;2,71E+02
1298,8281;1,00E+01;3,13E+02
1299,4385;8,00E+00;2,93E+02
1300,0488;1,20E+01;3,10E+02
1300,6592;4,00E+00;2,99E+02
1301,27;9,00E+00;3,45E+02
1301,88;6,00E+00;3,05E+02
1302,49;9,00E+00;3,09E+02
1303,1006;8,00E+00;3,22E+02
1303,7109;1,30E+01;2,93E+02
1304,3213;5,00E+00;3,29E+02
1304,9316;1,00E+01;3,16E+02
1305,542;5,00E+00;2,77E+02
1306,1523;9,00E+00;3,38E+02
1306,7627;1,20E+01;2,98E+02
1307,373;8,00E+00;2,85E+02
1307,9834;1,10E+01;3,05E+02
1308,5938;1,00E+01;2,91E+02
1309,2041;1,00E+01;3,14E+02
1309,8145;9,00E+00;3,28E+02
1310,4248;8,00E+00;3,05E+02
1311,0352;1,50E+01;3,21E+02
1311,6455;1,10E+01;3,30E+02
1312,2559;8,00E+00;3,32E+02
1312,8662;1,60E+01;3,04E+02
1313,4766;6,00E+00;2,86E+02
1314,0869;6,00E+00;3,02E+02
1314,6973;1,10E+01;3,29E+02
1315,3076;8,00E+00;3,10E+02
1315,918;3,00E+00;2,93E+02
1316,5283;1,30E+01;2,85E+02
1317,1387;5,00E+00;3,08E+02
1317,749;4,00E+00;2,93E+02
1318,3594;8,00E+00;3,14E+02
1318,97;6,00E+00;3,11E+02
1319,58;9,00E+00;2,98E+02
1320,19;1,00E+01;3,29E+02
1320,8008;1,00E+01;3,56E+02
1321,4111;7,00E+00;3,12E+02
1322,0215;1,10E+01;3,05E+02
1322,6318;1,30E+01;3,00E+02
1323,2422;1,10E+01;3,46E+02
1323,8525;6,00E+00;3,19E+02
1324,4629;7,00E+00;2,90E+02
1325,0732;1,00E+01;3,01E+02
1325,6836;1,20E+01;3,08E+02
1326,2939;1,20E+01;2,87E+02
1326,9043;1,10E+01;2,89E+02
1327,5146;1,00E+01;3,20E+02
1328,125;1,00E+01;2,79E+02
1328,7354;7,00E+00;3,34E+02
1329,3457;7,00E+00;2,68E+02
1329,9561;9,00E+00;3,37E+02
1330,5664;8,00E+00;2,80E+02
1331,1768;1,20E+01;3,02E+02
1331,7871;6,00E+00;2,89E+02
1332,3975;7,00E+00;2,85E+02
1333,0078;8,00E+00;3,26E+02
1333,6182;6,00E+00;3,08E+02
1334,2285;5,00E+00;3,12E+02
1334,8389;6,00E+00;3,03E+02
1335,4492;9,00E+00;2,95E+02
1336,06;6,00E+00;2,69E+02
1336,67;1,00E+01;3,08E+02
1337,28;1,10E+01;3,27E+02
1337,8906;8,00E+00;2,95E+02
1338,501;1,00E+01;3,36E+02
1339,1113;7,00E+00;3,06E+02
1339,7217;1,20E+01;3,17E+02
1340,332;1,40E+01;3,38E+02
1340,9424;5,00E+00;3,36E+02
1341,5527;7,00E+00;2,94E+02
1342,1631;1,20E+01;3,04E+02
1342,7734;9,00E+00;2,87E+02
1343,3838;6,00E+00;2,94E+02
1343,9941;1,00E+01;2,95E+02
1344,6045;1,40E+01;3,01E+02
1345,2148;1,10E+01;2,91E+02
1345,8252;1,20E+01;3,13E+02
1346,4355;1,20E+01;3,21E+02
1347,0459;1,10E+01;3,36E+02
1347,6563;7,00E+00;2,73E+02
1348,2666;9,00E+00;3,31E+02
1348,877;8,00E+00;3,12E+02
1349,4873;1,40E+01;2,98E+02
1350,0977;1,40E+01;3,02E+02
1350,708;9,00E+00;3,17E+02
1351,3184;1,30E+01;2,76E+02
1351,9287;4,00E+00;3,12E+02
1352,5391;8,00E+00;2,95E+02
1353,1494;8,00E+00;3,21E+02
1353,76;1,20E+01;3,12E+02
1354,37;8,00E+00;2,89E+02
1354,98;5,00E+00;2,97E+02
1355,5908;6,00E+00;3,54E+02
1356,2012;1,00E+01;3,31E+02
1356,8115;5,00E+00;3,01E+02
1357,4219;1,20E+01;2,74E+02
1358,0322;1,00E+01;3,00E+02
1358,6426;4,00E+00;2,83E+02
1359,2529;9,00E+00;3,09E+02
1359,8633;7,00E+00;3,16E+02
1360,4736;8,00E+00;3,00E+02
1361,084;8,00E+00;2,95E+02
1361,6943;8,00E+00;2,75E+02
1362,3047;5,00E+00;3,02E+02
1362,915;1,50E+01;3,20E+02
1363,5254;6,00E+00;2,97E+02
1364,1357;1,00E+01;3,39E+02
1364,7461;5,00E+00;3,18E+02
1365,3564;1,20E+01;3,04E+02
1365,9668;1,00E+01;3,00E+02
1366,5771;1,30E+01;2,85E+02
1367,1875;8,00E+00;3,25E+02
1367,7979;3,00E+00;2,94E+02
1368,4082;1,10E+01;2,96E+02
1369,0186;1,60E+01;2,96E+02
1369,6289;1,30E+01;2,97E+02
1370,2393;5,00E+00;2,80E+02
1370,85;1,20E+01;2,95E+02
1371,46;1,90E+01;3,00E+02
1372,07;1,00E+01;3,02E+02
1372,6807;1,00E+01;2,75E+02
1373,291;1,10E+01;2,99E+02
1373,9014;1,20E+01;2,77E+02
1374,5117;6,00E+00;2,81E+02
1375,1221;1,00E+01;3,26E+02
1375,7324;4,00E+00;3,23E+02
1376,3428;7,00E+00;2,63E+02
1376,9531;1,10E+01;2,81E+02
1377,5635;1,00E+01;2,88E+02
1378,1738;8,00E+00;3,15E+02
1378,7842;1,00E+01;2,95E+02
1379,3945;1,30E+01;2,91E+02
1380,0049;1,10E+01;3,14E+02
1380,6152;1,00E+01;2,93E+02
1381,2256;1,10E+01;3,16E+02
1381,8359;1,00E+01;2,78E+02
1382,4463;9,00E+00;2,87E+02
1383,0566;1,20E+01;3,07E+02
1383,667;9,00E+00;2,84E+02
1384,2773;7,00E+00;2,91E+02
1384,8877;7,00E+00;2,97E+02
1385,498;1,20E+01;3,20E+02
1386,1084;1,20E+01;2,91E+02
1386,7188;1,10E+01;2,68E+02
1387,3291;7,00E+00;3,27E+02
1387,9395;1,00E+01;2,95E+02
1388,55;1,40E+01;2,93E+02
1389,16;7,00E+00;2,78E+02
1389,7705;8,00E+00;2,61E+02
1390,3809;8,00E+00;2,94E+02
1390,9912;7,00E+00;2,85E+02
1391,6016;1,50E+01;3,00E+02
1392,2119;5,00E+00;2,89E+02
1392,8223;6,00E+00;2,53E+02
1393,4326;1,00E+01;3,11E+02
1394,043;6,00E+00;2,89E+02
1394,6533;1,30E+01;2,86E+02
1395,2637;1,10E+01;2,84E+02
1395,874;9,00E+00;3,13E+02
1396,4844;9,00E+00;3,03E+02
1397,0947;9,00E+00;2,56E+02
1397,7051;1,00E+01;2,87E+02
1398,3154;7,00E+00;3,00E+02
1398,9258;1,50E+01;2,83E+02
1399,5361;1,40E+01;2,69E+02
1400,1465;8,00E+00;2,79E+02
1400,7568;8,00E+00;2,89E+02
1401,3672;5,00E+00;3,12E+02
1401,9775;8,00E+00;2,57E+02
1402,5879;6,00E+00;2,58E+02
1403,1982;1,10E+01;3,05E+02
1403,8086;8,00E+00;3,21E+02
1404,4189;4,00E+00;2,96E+02
1405,0293;6,00E+00;2,84E+02
1405,64;7,00E+00;3,21E+02
1406,25;5,00E+00;3,04E+02
1406,86;9,00E+00;2,81E+02
1407,4707;1,10E+01;2,88E+02
1408,0811;6,00E+00;2,99E+02
1408,6914;8,00E+00;3,09E+02
1409,3018;7,00E+00;3,03E+02
1409,9121;1,10E+01;3,17E+02
1410,5225;1,10E+01;2,96E+02
1411,1328;8,00E+00;2,74E+02
1411,7432;5,00E+00;2,81E+02
1412,3535;1,30E+01;2,70E+02
1412,9639;9,00E+00;2,75E+02
1413,5742;7,00E+00;2,54E+02
1414,1846;1,00E+01;3,02E+02
1414,7949;1,30E+01;2,82E+02
1415,4053;5,00E+00;2,85E+02
1416,0156;8,00E+00;2,80E+02
1416,626;9,00E+00;3,11E+02
1417,2363;1,20E+01;2,57E+02
1417,8467;6,00E+00;2,70E+02
1418,457;8,00E+00;2,98E+02
1419,0674;1,00E+01;2,73E+02
1419,6777;7,00E+00;2,64E+02
1420,2881;7,00E+00;2,82E+02
1420,8984;8,00E+00;2,83E+02
1421,5088;1,10E+01;2,47E+02
1422,1191;8,00E+00;2,45E+02
1422,7295;1,50E+01;2,98E+02
1423,34;7,00E+00;2,91E+02
1423,95;7,00E+00;2,64E+02
1424,5605;1,30E+01;2,81E+02
1425,1709;8,00E+00;2,80E+02
1425,7813;1,10E+01;2,73E+02
1426,3916;1,00E+01;2,64E+02
1427,002;1,00E+01;2,90E+02
1427,6123;7,00E+00;2,66E+02
1428,2227;9,00E+00;2,81E+02
1428,833;6,00E+00;2,71E+02
1429,4434;1,40E+01;2,79E+02
1430,0537;9,00E+00;2,73E+02
1430,6641;8,00E+00;2,76E+02
1431,2744;1,20E+01;3,09E+02
1431,8848;1,10E+01;2,65E+02
1432,4951;9,00E+00;2,86E+02
1433,1055;1,00E+01;2,53E+02
1433,7158;9,00E+00;2,35E+02
1434,3262;9,00E+00;2,71E+02
1434,9365;1,20E+01;2,61E+02
1435,5469;1,20E+01;2,98E+02
1436,1572;1,40E+01;2,97E+02
1436,7676;1,30E+01;2,82E+02
1437,3779;1,10E+01;2,78E+02
1437,9883;4,00E+00;2,91E+02
1438,5986;9,00E+00;2,90E+02
1439,209;1,30E+01;2,70E+02
1439,8193;1,60E+01;2,53E+02
1440,43;7,00E+00;2,58E+02
1441,04;9,00E+00;2,57E+02
1441,65;1,10E+01;2,86E+02
1442,2607;7,00E+00;2,58E+02
1442,8711;1,00E+01;2,74E+02
1443,4814;1,00E+01;3,00E+02
1444,0918;7,00E+00;2,85E+02
1444,7021;7,00E+00;2,68E+02
1445,3125;4,00E+00;2,55E+02
1445,9229;1,40E+01;2,76E+02
1446,5332;9,00E+00;2,59E+02
1447,1436;1,10E+01;2,96E+02
1447,7539;6,00E+00;2,41E+02
1448,3643;1,30E+01;2,65E+02
1448,9746;6,00E+00;2,80E+02
1449,585;1,10E+01;2,88E+02
1450,1953;6,00E+00;2,82E+02
1450,8057;7,00E+00;2,89E+02
1451,416;9,00E+00;2,63E+02
1452,0264;8,00E+00;2,73E+02
1452,6367;1,00E+01;2,50E+02
1453,2471;5,00E+00;2,56E+02
1453,8574;1,00E+01;2,76E+02
1454,4678;6,00E+00;2,88E+02
1455,0781;1,10E+01;2,77E+02
1455,6885;4,00E+00;3,07E+02
1456,2988;8,00E+00;2,72E+02
1456,9092;5,00E+00;2,65E+02
1457,52;1,10E+01;2,64E+02
1458,13;3,00E+00;2,66E+02
1458,74;1,30E+01;2,74E+02
1459,3506;1,00E+01;3,10E+02
1459,9609;9,00E+00;2,60E+02
1460,5713;4,00E+00;2,75E+02
1461,1816;7,00E+00;2,85E+02
1461,792;6,00E+00;2,92E+02
1462,4023;7,00E+00;2,64E+02
1463,0127;1,00E+01;2,85E+02
1463,623;7,00E+00;2,90E+02
1464,2334;5,00E+00;2,60E+02
1464,8438;8,00E+00;2,73E+02
1465,4541;1,30E+01;2,75E+02
1466,0645;6,00E+00;2,36E+02
1466,6748;1,10E+01;2,64E+02
1467,2852;5,00E+00;2,81E+02
1467,8955;8,00E+00;2,20E+02
1468,5059;9,00E+00;2,92E+02
1469,1162;1,10E+01;2,96E+02
1469,7266;7,00E+00;2,47E+02
1470,3369;1,10E+01;2,94E+02
1470,9473;6,00E+00;2,72E+02
1471,5576;1,40E+01;2,72E+02
1472,168;1,00E+01;2,56E+02
1472,7783;7,00E+00;3,06E+02
1473,3887;6,00E+00;2,67E+02
1473,999;6,00E+00;2,71E+02
1474,6094;5,00E+00;2,78E+02
1475,22;1,00E+01;2,75E+02
1475,83;9,00E+00;3,13E+02
1476,44;8,00E+00;2,60E+02
1477,0508;9,00E+00;2,37E+02
1477,6611;1,50E+01;2,58E+02
1478,2715;6,00E+00;2,94E+02
1478,8818;1,00E+01;2,91E+02
1479,4922;5,00E+00;2,61E+02
1480,1025;7,00E+00;2,65E+02
1480,7129;4,00E+00;2,63E+02
1481,3232;1,30E+01;2,62E+02
1481,9336;7,00E+00;2,56E+02
1482,5439;1,30E+01;2,61E+02
1483,1543;1,00E+01;2,80E+02
1483,7646;7,00E+00;2,85E+02
1484,375;8,00E+00;2,61E+02
1484,9854;1,00E+01;2,73E+02
1485,5957;1,30E+01;2,40E+02
1486,2061;8,00E+00;2,65E+02
1486,8164;1,00E+01;2,48E+02
1487,4268;1,20E+01;2,87E+02
1488,0371;1,30E+01;2,99E+02
1488,6475;1,00E+01;2,57E+02
1489,2578;9,00E+00;2,50E+02
1489,8682;1,00E+01;2,78E+02
1490,4785;1,00E+01;2,57E+02
1491,0889;1,30E+01;2,88E+02
1491,6992;9,00E+00;2,63E+02
1492,31;7,00E+00;2,83E+02
1492,92;9,00E+00;2,77E+02
1493,53;5,00E+00;2,65E+02
1494,1406;3,00E+00;2,71E+02
1494,751;9,00E+00;2,71E+02
1495,3613;1,00E+01;2,96E+02
1495,9717;9,00E+00;2,61E+02
1496,582;9,00E+00;2,72E+02
1497,1924;7,00E+00;2,60E+02
1497,8027;5,00E+00;2,75E+02
1498,4131;8,00E+00;2,44E+02
1499,0234;9,00E+00;2,45E+02
1499,6338;9,00E+00;2,94E+02
1500,2441;8,00E+00;2,79E+02
1500,8545;8,00E+00;2,48E+02
1501,4648;1,20E+01;2,54E+02
1502,0752;1,30E+01;2,70E+02
1502,6855;8,00E+00;2,80E+02
1503,2959;8,00E+00;2,37E+02
1503,9063;7,00E+00;2,77E+02
1504,5166;8,00E+00;2,62E+02
1505,127;7,00E+00;2,48E+02
1505,7373;7,00E+00;2,76E+02
1506,3477;1,10E+01;2,76E+02
1506,958;4,00E+00;2,55E+02
1507,5684;1,10E+01;2,89E+02
1508,1787;6,00E+00;2,69E+02
1508,7891;1,50E+01;2,92E+02
1509,3994;6,00E+00;2,36E+02
1510,01;5,00E+00;2,35E+02
1510,62;5,00E+00;2,90E+02
1511,23;1,10E+01;2,46E+02
1511,8408;8,00E+00;2,68E+02
1512,4512;1,30E+01;2,66E+02
1513,0615;9,00E+00;2,78E+02
1513,6719;6,00E+00;2,71E+02
1514,2822;1,30E+01;2,67E+02
1514,8926;1,00E+01;2,53E+02
1515,5029;7,00E+00;2,24E+02
1516,1133;8,00E+00;2,54E+02
1516,7236;8,00E+00;2,46E+02
1517,334;5,00E+00;2,50E+02
1517,9443;1,00E+01;2,59E+02
1518,5547;1,10E+01;2,55E+02
1519,165;9,00E+00;2,52E+02
1519,7754;8,00E+00;2,37E+02
1520,3857;4,00E+00;2,40E+02
1520,9961;1,30E+01;2,73E+02
1521,6064;1,20E+01;2,54E+02
1522,2168;7,00E+00;2,88E+02
1522,8271;7,00E+00;2,72E+02
1523,4375;1,10E+01;2,54E+02
1524,0479;1,80E+01;2,74E+02
1524,6582;4,00E+00;2,69E+02
1525,2686;1,20E+01;2,31E+02
1525,8789;1,00E+01;2,35E+02
1526,4893;6,00E+00;2,50E+02
1527,1;1,30E+01;2,29E+02
1527,71;8,00E+00;2,61E+02
1528,32;6,00E+00;2,68E+02
1528,9307;9,00E+00;2,59E+02
1529,541;1,30E+01;2,51E+02
1530,1514;7,00E+00;2,62E+02
1530,7617;1,20E+01;2,44E+02
1531,3721;1,50E+01;2,82E+02
1531,9824;7,00E+00;2,60E+02
1532,5928;1,00E+01;2,47E+02
1533,2031;8,00E+00;2,77E+02
1533,8135;7,00E+00;2,39E+02
1534,4238;1,40E+01;2,66E+02
1535,0342;9,00E+00;2,28E+02
1535,6445;1,00E+01;2,94E+02
1536,2549;8,00E+00;2,60E+02
1536,8652;8,00E+00;2,80E+02
1537,4756;8,00E+00;2,56E+02
1538,0859;9,00E+00;2,49E+02
1538,6963;9,00E+00;2,36E+02
1539,3066;8,00E+00;2,77E+02
1539,917;7,00E+00;2,68E+02
1540,5273;1,00E+01;2,41E+02
1541,1377;8,00E+00;2,71E+02
1541,748;7,00E+00;2,55E+02
1542,3584;7,00E+00;2,39E+02
1542,9688;1,20E+01;2,35E+02
1543,5791;1,00E+01;2,48E+02
1544,1895;1,10E+01;2,54E+02
1544,8;1,10E+01;2,19E+02
1545,41;6,00E+00;2,93E+02
1546,0205;8,00E+00;2,30E+02
1546,6309;1,40E+01;2,44E+02
1547,2412;1,10E+01;2,47E+02
1547,8516;8,00E+00;2,55E+02
1548,4619;9,00E+00;2,67E+02
1549,0723;1,10E+01;2,46E+02
1549,6826;5,00E+00;2,89E+02
1550,293;3,00E+00;2,75E+02
1550,9033;1,00E+01;2,75E+02
1551,5137;6,00E+00;2,66E+02
1552,124;9,00E+00;2,45E+02
1552,7344;5,00E+00;2,41E+02
1553,3447;9,00E+00;2,35E+02
1553,9551;9,00E+00;2,46E+02
1554,5654;9,00E+00;2,73E+02
1555,1758;9,00E+00;2,73E+02
1555,7861;9,00E+00;2,56E+02
1556,3965;1,60E+01;2,57E+02
1557,0068;6,00E+00;2,66E+02
1557,6172;7,00E+00;2,64E+02
1558,2275;1,10E+01;2,66E+02
1558,8379;1,60E+01;2,67E+02
1559,4482;1,10E+01;2,51E+02
1560,0586;6,00E+00;2,46E+02
1560,6689;6,00E+00;2,80E+02
1561,2793;5,00E+00;2,22E+02
1561,89;8,00E+00;2,29E+02
1562,5;8,00E+00;2,24E+02
1563,11;8,00E+00;2,72E+02
1563,7207;1,20E+01;2,65E+02
1564,3311;1,30E+01;2,63E+02
1564,9414;1,10E+01;2,74E+02
1565,5518;6,00E+00;2,29E+02
1566,1621;3,00E+00;2,18E+02
1566,7725;6,00E+00;2,59E+02
1567,3828;7,00E+00;2,53E+02
1567,9932;1,00E+01;2,68E+02
1568,6035;5,00E+00;2,51E+02
1569,2139;9,00E+00;2,60E+02
1569,8242;1,20E+01;2,17E+02
1570,4346;9,00E+00;2,44E+02
1571,0449;5,00E+00;2,50E+02
1571,6553;8,00E+00;2,84E+02
1572,2656;1,40E+01;2,39E+02
1572,876;9,00E+00;2,25E+02
1573,4863;1,20E+01;2,41E+02
1574,0967;5,00E+00;2,35E+02
1574,707;8,00E+00;2,68E+02
1575,3174;9,00E+00;2,18E+02
1575,9277;1,10E+01;2,64E+02
1576,5381;1,10E+01;2,50E+02
1577,1484;6,00E+00;2,51E+02
1577,7588;1,20E+01;2,44E+02
1578,3691;9,00E+00;2,49E+02
1578,9795;1,10E+01;2,14E+02
1579,59;1,20E+01;2,23E+02
1580,2;8,00E+00;2,48E+02
1580,8105;7,00E+00;2,48E+02
1581,4209;7,00E+00;2,49E+02
1582,0313;8,00E+00;2,40E+02
1582,6416;1,20E+01;2,42E+02
1583,252;4,00E+00;2,57E+02
1583,8623;7,00E+00;2,28E+02
1584,4727;2,00E+00;2,35E+02
1585,083;8,00E+00;2,27E+02
1585,6934;9,00E+00;2,23E+02
1586,3037;1,20E+01;2,30E+02
1586,9141;7,00E+00;2,44E+02
1587,5244;1,00E+01;2,66E+02
1588,1348;8,00E+00;2,30E+02
1588,7451;9,00E+00;2,55E+02
1589,3555;1,00E+01;2,42E+02
1589,9658;8,00E+00;2,67E+02
1590,5762;6,00E+00;2,68E+02
1591,1865;9,00E+00;2,27E+02
1591,7969;6,00E+00;2,42E+02
1592,4072;6,00E+00;2,54E+02
1593,0176;7,00E+00;2,43E+02
1593,6279;1,00E+01;2,40E+02
1594,2383;1,20E+01;2,57E+02
1594,8486;3,00E+00;2,52E+02
1595,459;4,00E+00;2,39E+02
1596,0693;7,00E+00;2,30E+02
1596,68;7,00E+00;2,36E+02
1597,29;8,00E+00;2,70E+02
1597,9;5,00E+00;2,75E+02
1598,5107;4,00E+00;2,66E+02
1599,1211;8,00E+00;2,52E+02
1599,7314;7,00E+00;2,38E+02
1600,3418;2,00E+01;2,48E+02
1600,9521;5,00E+00;2,31E+02
1601,5625;1,10E+01;2,64E+02
1602,1729;8,00E+00;2,59E+02
1602,7832;1,20E+01;2,77E+02
1603,3936;1,10E+01;2,29E+02
1604,0039;5,00E+00;2,28E+02
1604,6143;7,00E+00;2,33E+02
1605,2246;8,00E+00;2,27E+02
1605,835;7,00E+00;2,46E+02
1606,4453;9,00E+00;2,14E+02
1607,0557;1,40E+01;2,36E+02
1607,666;1,30E+01;2,67E+02
1608,2764;1,20E+01;2,65E+02
1608,8867;7,00E+00;2,51E+02
1609,4971;7,00E+00;2,37E+02
1610,1074;5,00E+00;2,28E+02
1610,7178;9,00E+00;2,38E+02
1611,3281;5,00E+00;2,45E+02
1611,9385;1,30E+01;2,26E+02
1612,5488;9,00E+00;2,29E+02
1613,1592;1,00E+01;2,58E+02
1613,77;8,00E+00;2,17E+02
1614,38;1,20E+01;2,58E+02
1614,99;1,00E+01;2,22E+02
1615,6006;5,00E+00;2,56E+02
1616,2109;1,60E+01;2,18E+02
1616,8213;8,00E+00;1,96E+02
1617,4316;5,00E+00;2,08E+02
1618,042;1,10E+01;2,39E+02
1618,6523;7,00E+00;2,18E+02
1619,2627;7,00E+00;2,20E+02
1619,873;6,00E+00;2,36E+02
1620,4834;1,20E+01;2,30E+02
1621,0938;7,00E+00;2,12E+02
1621,7041;1,00E+01;2,29E+02
1622,3145;1,00E+01;2,38E+02
1622,9248;5,00E+00;2,35E+02
1623,5352;1,20E+01;2,39E+02
1624,1455;7,00E+00;2,47E+02
1624,7559;1,10E+01;1,99E+02
1625,3662;6,00E+00;2,25E+02
1625,9766;1,00E+01;2,25E+02
1626,5869;1,00E+01;2,44E+02
1627,1973;4,00E+00;2,43E+02
1627,8076;9,00E+00;2,37E+02
1628,418;9,00E+00;2,55E+02
1629,0283;7,00E+00;2,49E+02
1629,6387;7,00E+00;2,37E+02
1630,249;1,20E+01;2,25E+02
1630,8594;5,00E+00;2,30E+02
1631,47;1,10E+01;2,07E+02
1632,08;6,00E+00;2,72E+02
1632,69;1,20E+01;2,54E+02
1633,3008;8,00E+00;2,22E+02
1633,9111;1,10E+01;2,38E+02
1634,5215;6,00E+00;2,38E+02
1635,1318;7,00E+00;2,21E+02
1635,7422;4,00E+00;2,30E+02
1636,3525;1,40E+01;2,32E+02
1636,9629;4,00E+00;2,49E+02
1637,5732;1,40E+01;2,26E+02
1638,1836;6,00E+00;2,16E+02
1638,7939;3,00E+00;2,52E+02
1639,4043;6,00E+00;2,07E+02
1640,0146;4,00E+00;2,58E+02
1640,625;1,00E+01;2,38E+02
1641,2354;8,00E+00;2,11E+02
1641,8457;9,00E+00;2,53E+02
1642,4561;6,00E+00;1,96E+02
1643,0664;9,00E+00;2,40E+02
1643,6768;9,00E+00;2,24E+02
1644,2871;9,00E+00;2,16E+02
1644,8975;9,00E+00;2,22E+02
1645,5078;7,00E+00;2,32E+02
1646,1182;8,00E+00;2,19E+02
1646,7285;1,10E+01;2,24E+02
1647,3389;4,00E+00;2,41E+02
1647,9492;8,00E+00;2,49E+02
1648,56;9,00E+00;2,04E+02
1649,17;1,20E+01;2,12E+02
